title_slug,tags,difficulty
remove-duplicates-from-sorted-list-ii,"['Linked List', 'Two Pointers']",Medium
longest-valid-parentheses,"['String', 'Dynamic Programming', 'Stack']",Hard
burst-balloons,"['Array', 'Dynamic Programming']",Hard
move-sub-tree-of-n-ary-tree,"['Tree', 'Depth-First Search']",Hard
maximum-matrix-sum,"['Array', 'Greedy', 'Matrix']",Medium
before-and-after-puzzle,"['Array', 'Hash Table', 'String', 'Sorting']",Medium
clone-binary-tree-with-random-pointer,"['Hash Table', 'Tree', 'Depth-First Search', 'Breadth-First Search', 'Binary Tree']",Medium
uncommon-words-from-two-sentences,"['Hash Table', 'String']",Easy
number-of-even-and-odd-bits,['Bit Manipulation'],Easy
convert-sorted-array-to-binary-search-tree,"['Array', 'Divide and Conquer', 'Tree', 'Binary Search Tree', 'Binary Tree']",Easy
iterator-for-combination,"['String', 'Backtracking', 'Design', 'Iterator']",Medium
min-stack,"['Stack', 'Design']",Medium
subarrays-with-k-different-integers,"['Array', 'Hash Table', 'Sliding Window', 'Counting']",Hard
prime-palindrome,"['Math', 'Number Theory']",Medium
ambiguous-coordinates,"['String', 'Backtracking', 'Enumeration']",Medium
bulb-switcher-iii,[],N/A
count-integers-in-intervals,"['Design', 'Segment Tree', 'Ordered Set']",Hard
design-a-number-container-system,"['Hash Table', 'Design', 'Heap (Priority Queue)', 'Ordered Set']",Medium
number-of-good-binary-strings,['Dynamic Programming'],Medium
minimum-number-of-operations-to-reinitialize-a-permutation,"['Array', 'Math', 'Simulation']",Medium
split-linked-list-in-parts,['Linked List'],Medium
regions-cut-by-slashes,"['Array', 'Hash Table', 'Depth-First Search', 'Breadth-First Search', 'Union Find', 'Matrix']",Medium
minimum-distance-to-type-a-word-using-two-fingers,"['String', 'Dynamic Programming']",Hard
largest-divisible-subset,"['Array', 'Math', 'Dynamic Programming', 'Sorting']",Medium
online-majority-element-in-subarray,"['Array', 'Binary Search', 'Design', 'Binary Indexed Tree', 'Segment Tree']",Hard
find-the-string-with-lcp,"['Array', 'String', 'Dynamic Programming', 'Greedy', 'Union Find', 'Matrix']",Hard
smallest-sufficient-team,"['Array', 'Dynamic Programming', 'Bit Manipulation', 'Bitmask']",Hard
destroying-asteroids,"['Array', 'Greedy', 'Sorting']",Medium
count-complete-substrings,"['Hash Table', 'String', 'Sliding Window']",Hard
combinationSum2,[],N/A
minimum-number-of-flips-to-make-the-binary-string-alternating,"['String', 'Dynamic Programming', 'Greedy', 'Sliding Window']",Medium
rotate-array,"['Array', 'Math', 'Two Pointers']",Medium
number-of-strings-which-can-be-rearranged-to-contain-substring,"['Math', 'Dynamic Programming', 'Combinatorics']",Medium
the-number-of-beautiful-subsets,"['Array', 'Dynamic Programming', 'Backtracking', 'Sorting']",Medium
24-game,"['Array', 'Math', 'Backtracking']",Hard
minimum-split-into-subarrays-with-gcd-greater-than-one,"['Array', 'Math', 'Dynamic Programming', 'Greedy', 'Number Theory']",Medium
trapping-rain-water-ii,"['Array', 'Breadth-First Search', 'Heap (Priority Queue)', 'Matrix']",Hard
all-ancestors-of-a-node-in-a-directed-acyclic-graph,"['Depth-First Search', 'Breadth-First Search', 'Graph', 'Topological Sort']",Medium
minimum-flips-to-make-a-or-b-equal-to-c,['Bit Manipulation'],Medium
matrix-diagonal-sum,"['Array', 'Matrix']",Easy
find-kth-largest-xor-coordinate-value,"['Array', 'Divide and Conquer', 'Bit Manipulation', 'Sorting', 'Heap (Priority Queue)', 'Matrix', 'Prefix Sum', 'Quickselect']",Medium
maximum-xor-of-two-numbers-in-an-array,"['Array', 'Hash Table', 'Bit Manipulation', 'Trie']",Medium
candy-crush,"['Array', 'Two Pointers', 'Matrix', 'Simulation']",Medium
match-alphanumerical-pattern-in-matrix-i,"['Array', 'Hash Table', 'String', 'Matrix']",Medium
find-subarrays-with-equal-sum,"['Array', 'Hash Table']",Easy
flip-equivalent-binary-trees,"['Tree', 'Depth-First Search', 'Binary Tree']",Medium
count-the-number-of-houses-at-a-certain-distance-i,"['Breadth-First Search', 'Graph', 'Prefix Sum']",Medium
number-of-senior-citizens,"['Array', 'String']",Easy
maximum-subarray-min-product,"['Array', 'Stack', 'Monotonic Stack', 'Prefix Sum']",Medium
find-the-winner-of-an-array-game,"['Array', 'Simulation']",Medium
number-of-ways-to-arrive-at-destination,"['Dynamic Programming', 'Graph', 'Topological Sort', 'Shortest Path']",Medium
apply-operations-to-maximize-frequency-score,"['Array', 'Binary Search', 'Sliding Window', 'Sorting', 'Prefix Sum']",Hard
number-of-matching-subsequences,"['Array', 'Hash Table', 'String', 'Binary Search', 'Dynamic Programming', 'Trie', 'Sorting']",Medium
distance-to-a-cycle-in-undirected-graph,"['Depth-First Search', 'Breadth-First Search', 'Union Find', 'Graph']",Hard
number-of-burgers-with-no-waste-of-ingredients,['Math'],Medium
maximum-star-sum-of-a-graph,"['Array', 'Greedy', 'Graph', 'Sorting', 'Heap (Priority Queue)']",Medium
house-robber-iv,"['Array', 'Binary Search']",Medium
knight-probability-in-chessboard,['Dynamic Programming'],Medium
increasing-decreasing-string,"['Hash Table', 'String', 'Counting']",Easy
shortest-distance-from-all-buildings,"['Array', 'Breadth-First Search', 'Matrix']",Hard
design-snake-game,"['Array', 'Hash Table', 'Design', 'Queue', 'Simulation']",Medium
find-bottom-left-tree-value,"['Tree', 'Depth-First Search', 'Breadth-First Search', 'Binary Tree']",Medium
kth-smallest-element-in-a-bst,"['Tree', 'Depth-First Search', 'Binary Search Tree', 'Binary Tree']",Medium
divide-a-string-into-groups-of-size-k,"['String', 'Simulation']",Easy
length-of-the-longest-subsequence-that-sums-to-target,"['Array', 'Dynamic Programming']",Medium
minimum-time-to-kill-all-monsters,"['Array', 'Dynamic Programming', 'Bit Manipulation', 'Bitmask']",Hard
next-closest-time,"['Hash Table', 'String', 'Backtracking', 'Enumeration']",Medium
number-of-longest-increasing-subsequence,"['Array', 'Dynamic Programming', 'Binary Indexed Tree', 'Segment Tree']",Medium
find-longest-special-substring-that-occurs-thrice-ii,"['Hash Table', 'String', 'Binary Search', 'Sliding Window', 'Counting']",Medium
find-the-number-of-subarrays-where-boundary-elements-are-maximum,"['Array', 'Binary Search', 'Stack', 'Monotonic Stack']",Hard
clone-n-ary-tree,"['Hash Table', 'Tree', 'Depth-First Search', 'Breadth-First Search']",Medium
minimum-number-of-k-consecutive-bit-flips,"['Array', 'Bit Manipulation', 'Queue', 'Sliding Window', 'Prefix Sum']",Hard
fibonacci-number,"['Math', 'Dynamic Programming', 'Recursion', 'Memoization']",Easy
latest-time-you-can-obtain-after-replacing-characters,"['String', 'Enumeration']",Easy
zuma-game,"['String', 'Dynamic Programming', 'Stack', 'Breadth-First Search', 'Memoization']",Hard
minimum-money-required-before-transactions,"['Array', 'Greedy', 'Sorting']",Hard
count-pairs-of-similar-strings,"['Array', 'Hash Table', 'String', 'Bit Manipulation']",Easy
number-of-lines-to-write-string,"['Array', 'String']",Easy
minimum-add-to-make-parentheses-valid,"['String', 'Stack', 'Greedy']",Medium
valid-tic-tac-toe-state,"['Array', 'Matrix']",Medium
minimum-moves-to-pick-k-ones,"['Array', 'Greedy', 'Sliding Window', 'Prefix Sum']",Hard
count-subtrees-with-max-distance-between-cities,"['Dynamic Programming', 'Bit Manipulation', 'Tree', 'Enumeration', 'Bitmask']",Hard
smallest-value-of-the-rearranged-number,"['Math', 'Sorting']",Medium
beautiful-arrangement-ii,"['Array', 'Math']",Medium
4-keys-keyboard,"['Math', 'Dynamic Programming']",Medium
first-day-where-you-have-been-in-all-the-rooms,"['Array', 'Dynamic Programming']",Medium
find-common-elements-between-two-arrays,"['Array', 'Hash Table']",Easy
count-all-possible-routes,"['Array', 'Dynamic Programming', 'Memoization']",Hard
maximize-consecutive-elements-in-an-array-after-modification,"['Array', 'Dynamic Programming', 'Sorting']",Hard
teemo-attacking,"['Array', 'Simulation']",Easy
maximum-area-of-longest-diagonal-rectangle,['Array'],Easy
avoid-flood-in-the-city,"['Array', 'Hash Table', 'Binary Search', 'Greedy', 'Heap (Priority Queue)']",Medium
remove-all-adjacent-duplicates-in-string,"['String', 'Stack']",Easy
super-ugly-number,"['Array', 'Math', 'Dynamic Programming']",Medium
russian-doll-envelopes,"['Array', 'Binary Search', 'Dynamic Programming', 'Sorting']",Hard
find-the-grid-of-region-average,"['Array', 'Matrix']",Medium
minimum-cost-to-make-array-equalindromic,"['Array', 'Math', 'Greedy', 'Sorting']",Medium
maximum-number-of-accepted-invitations,"['Array', 'Backtracking', 'Matrix']",Medium
array-nesting,"['Array', 'Depth-First Search']",Medium
minimum-number-of-moves-to-seat-everyone,"['Array', 'Greedy', 'Sorting']",Easy
rectangle-overlap,"['Math', 'Geometry']",Easy
execution-of-all-suffix-instructions-staying-in-a-grid,"['String', 'Simulation']",Medium
maximum-sum-queries,"['Array', 'Binary Search', 'Stack', 'Binary Indexed Tree', 'Segment Tree', 'Sorting', 'Monotonic Stack']",Hard
longest-palindrome-by-concatenating-two-letter-words,"['Array', 'Hash Table', 'String', 'Greedy', 'Counting']",Medium
sequence-reconstruction,"['Array', 'Graph', 'Topological Sort']",Medium
maxPathSum,[],N/A
minimum-operations-to-make-array-equal,['Math'],Medium
minimum-adjacent-swaps-to-make-a-valid-array,"['Array', 'Greedy']",Medium
stone-game-ix,"['Array', 'Math', 'Greedy', 'Counting', 'Game Theory']",Medium
number-of-laser-beams-in-a-bank,"['Array', 'Math', 'String', 'Matrix']",Medium
sort-array-by-parity,"['Array', 'Two Pointers', 'Sorting']",Easy
maximum-level-sum-of-a-binary-tree,"['Tree', 'Depth-First Search', 'Breadth-First Search', 'Binary Tree']",Medium
max-sum-of-sub-matrix-no-larger-than-k,[],N/A
find-critical-and-pseudo-critical-edges-in-minimum-spanning-tree,"['Union Find', 'Graph', 'Sorting', 'Minimum Spanning Tree', 'Strongly Connected Component']",Hard
minimum-operations-to-make-the-array-increasing,"['Array', 'Greedy']",Easy
minimum-incompatibility,"['Array', 'Dynamic Programming', 'Bit Manipulation', 'Bitmask']",Hard
check-if-strings-can-be-made-equal-with-operations-i,['String'],Easy
winner-of-the-linked-list-game,['Linked List'],Easy
minimum-number-of-swaps-to-make-the-string-balanced,"['Two Pointers', 'String', 'Stack', 'Greedy']",Medium
separate-black-and-white-balls,"['Two Pointers', 'String', 'Greedy']",Medium
count-equal-and-divisible-pairs-in-an-array,['Array'],Easy
isScramble,[],N/A
minimum-hours-of-training-to-win-a-competition,"['Array', 'Greedy']",Easy
find-median-from-data-stream,"['Two Pointers', 'Design', 'Sorting', 'Heap (Priority Queue)', 'Data Stream']",Hard
find-two-non-overlapping-sub-arrays-each-with-target-sum,"['Array', 'Hash Table', 'Binary Search', 'Dynamic Programming', 'Sliding Window']",Medium
smallest-even-multiple,"['Math', 'Number Theory']",Easy
minimum-rectangles-to-cover-points,"['Array', 'Greedy', 'Sorting']",Medium
count-square-submatrices-with-all-ones,"['Array', 'Dynamic Programming', 'Matrix']",Medium
distance-between-bus-stops,['Array'],Easy
lexicographically-smallest-string-after-applying-operations,"['String', 'Breadth-First Search']",Medium
number-of-ways-to-reorder-array-to-get-same-bst,"['Array', 'Math', 'Divide and Conquer', 'Dynamic Programming', 'Tree', 'Union Find', 'Binary Search Tree', 'Memoization', 'Combinatorics', 'Binary Tree']",Hard
binary-trees-with-factors,"['Array', 'Hash Table', 'Dynamic Programming', 'Sorting']",Medium
longest-subsequence-with-limited-sum,"['Array', 'Binary Search', 'Greedy', 'Sorting', 'Prefix Sum']",Easy
the-dining-philosophers,['Concurrency'],Medium
maximum-good-people-based-on-statements,"['Array', 'Backtracking', 'Bit Manipulation', 'Enumeration']",Hard
smallest-rotation-with-highest-score,"['Array', 'Prefix Sum']",Hard
remove-k-digits,"['String', 'Stack', 'Greedy', 'Monotonic Stack']",Medium
nested-list-weight-sum,"['Depth-First Search', 'Breadth-First Search']",Medium
maximum-number-of-intersections-on-the-chart,"['Array', 'Math', 'Binary Indexed Tree', 'Geometry']",Hard
is-array-a-preorder-of-some-binary-tree,"['Stack', 'Tree', 'Depth-First Search', 'Binary Tree']",Medium
where-will-the-ball-fall,"['Array', 'Matrix', 'Simulation']",Medium
count-array-pairs-divisible-by-k,"['Array', 'Math', 'Number Theory']",Hard
count-the-repetitions,"['String', 'Dynamic Programming']",Hard
count-pairs-whose-sum-is-less-than-target,"['Array', 'Two Pointers', 'Binary Search', 'Sorting']",Easy
group-anagrams,"['Array', 'Hash Table', 'String', 'Sorting']",Medium
maximum-average-subtree,"['Tree', 'Depth-First Search', 'Binary Tree']",Medium
max-sum-of-a-pair-with-equal-sum-of-digits,"['Array', 'Hash Table', 'Sorting', 'Heap (Priority Queue)']",Medium
search-in-a-binary-search-tree,"['Tree', 'Binary Search Tree', 'Binary Tree']",Easy
furthest-point-from-origin,"['String', 'Counting']",Easy
largest-substring-between-two-equal-characters,"['Hash Table', 'String']",Easy
sum-of-matrix-after-queries,"['Array', 'Hash Table']",Medium
sum-of-imbalance-numbers-of-all-subarrays,"['Array', 'Hash Table', 'Ordered Set']",Hard
check-if-a-string-is-an-acronym-of-words,"['Array', 'String']",Easy
count-pairs-of-points-with-distance-k,"['Array', 'Hash Table', 'Bit Manipulation']",Medium
the-knights-tour,"['Array', 'Backtracking', 'Matrix']",Medium
sign-of-the-product-of-an-array,"['Array', 'Math']",Easy
minimum-operations-to-remove-adjacent-ones-in-matrix,"['Array', 'Graph', 'Matrix']",Hard
max-consecutive-ones-ii,"['Array', 'Dynamic Programming', 'Sliding Window']",Medium
lexicographically-smallest-equivalent-string,"['String', 'Union Find']",Medium
middle-of-the-linked-list,"['Linked List', 'Two Pointers']",Easy
smallest-rectangle-enclosing-black-pixels,"['Array', 'Binary Search', 'Depth-First Search', 'Breadth-First Search', 'Matrix']",Hard
minimum-moves-to-convert-string,"['String', 'Greedy']",Easy
count-number-of-teams,"['Array', 'Dynamic Programming', 'Binary Indexed Tree']",Medium
closest-dessert-cost,"['Array', 'Dynamic Programming', 'Backtracking']",Medium
number-of-students-unable-to-eat-lunch,"['Array', 'Stack', 'Queue', 'Simulation']",Easy
count-ways-to-group-overlapping-ranges,"['Array', 'Sorting']",Medium
minimum-right-shifts-to-sort-the-array,['Array'],Easy
count-the-number-of-houses-at-a-certain-distance-ii,"['Graph', 'Prefix Sum']",Hard
flipping-an-image,"['Array', 'Two Pointers', 'Bit Manipulation', 'Matrix', 'Simulation']",Easy
minimum-seconds-to-equalize-a-circular-array,"['Array', 'Hash Table']",Medium
distribute-elements-into-two-arrays-ii,"['Array', 'Binary Indexed Tree', 'Segment Tree', 'Simulation']",Hard
fizz-buzz,"['Math', 'String', 'Simulation']",Easy
minimum-cost-walk-in-weighted-graph,"['Array', 'Bit Manipulation', 'Union Find', 'Graph']",Hard
smallest-index-with-equal-value,['Array'],Easy
distinct-numbers-in-each-subarray,"['Array', 'Hash Table', 'Sliding Window']",Medium
maximum-rows-covered-by-columns,"['Array', 'Backtracking', 'Bit Manipulation', 'Matrix', 'Enumeration']",Medium
binary-tree-level-order-traversal,"['Tree', 'Breadth-First Search', 'Binary Tree']",Medium
redistribute-characters-to-make-all-strings-equal,"['Hash Table', 'String', 'Counting']",Easy
find-the-largest-area-of-square-inside-two-rectangles,"['Array', 'Math', 'Geometry']",Medium
find-servers-that-handled-most-number-of-requests,"['Array', 'Greedy', 'Heap (Priority Queue)', 'Ordered Set']",Hard
minimum-impossible-or,"['Array', 'Bit Manipulation', 'Brainteaser']",Medium
baseball-game,"['Array', 'Stack', 'Simulation']",Easy
ugly-number-ii,"['Hash Table', 'Math', 'Dynamic Programming', 'Heap (Priority Queue)']",Medium
stream-of-characters2,[],N/A
number-of-ways-where-square-of-number-is-equal-to-product-of-two-numbers,"['Array', 'Hash Table', 'Math', 'Two Pointers']",Medium
most-profit-assigning-work,"['Array', 'Two Pointers', 'Binary Search', 'Greedy', 'Sorting']",Medium
convert-to-base-2,['Math'],Medium
count-positions-on-street-with-required-brightness,"['Array', 'Prefix Sum']",Medium
number-of-people-that-can-be-seen-in-a-grid,"['Array', 'Stack', 'Matrix', 'Monotonic Stack']",Medium
maximum-length-of-a-concatenated-string-with-unique-characters,"['Array', 'String', 'Backtracking', 'Bit Manipulation']",Medium
integer-break,"['Math', 'Dynamic Programming']",Medium
maximum-length-of-semi-decreasing-subarrays,"['Array', 'Hash Table', 'Sorting']",Medium
find-the-derangement-of-an-array,"['Math', 'Dynamic Programming']",Medium
minimum-equal-sum-of-two-arrays-after-replacing-zeros,"['Array', 'Greedy']",Medium
kth-smallest-instructions,"['Array', 'Math', 'Dynamic Programming', 'Combinatorics']",Hard
display-table-of-food-orders-in-a-restaurant,"['Array', 'Hash Table', 'String', 'Sorting', 'Ordered Set']",Medium
count-number-of-texts,"['Hash Table', 'Math', 'String', 'Dynamic Programming']",Medium
delete-nodes-and-return-forest,"['Array', 'Hash Table', 'Tree', 'Depth-First Search', 'Binary Tree']",Medium
minimum-swaps-to-group-all-1s-together-ii,"['Array', 'Sliding Window']",Medium
critical-connections-in-a-network,"['Depth-First Search', 'Graph', 'Biconnected Component']",Hard
dot-product-of-two-sparse-vectors,"['Array', 'Hash Table', 'Two Pointers', 'Design']",Medium
design-parking-system,"['Design', 'Simulation', 'Counting']",Easy
make-sum-divisible-by-p,"['Array', 'Hash Table', 'Prefix Sum']",Medium
smallest-string-with-a-given-numeric-value,"['String', 'Greedy']",Medium
number-of-operations-to-make-network-connected,"['Depth-First Search', 'Breadth-First Search', 'Union Find', 'Graph']",Medium
design-front-middle-back-queue,"['Array', 'Linked List', 'Design', 'Queue', 'Data Stream']",Medium
maximum-average-pass-ratio,"['Array', 'Greedy', 'Heap (Priority Queue)']",Medium
convert-binary-search-tree-to-sorted-doubly-linked-list,"['Linked List', 'Stack', 'Tree', 'Depth-First Search', 'Binary Search Tree', 'Binary Tree', 'Doubly-Linked List']",Medium
